name,static_instructions_case_big-arr_O0,dynamic_instructions_case_big-arr_O0
extr_linuxtoolsperfutilgenelf_debug.c_buffer_ext_addr.c,7,7
extr_linuxtoolsperfutilgenelf_debug.c_get_special_opcode.c,18,18
extr_linuxtoolsperfutilevsel.h_perf_evsel__group_idx.c,10,10
extr_linuxtoolsperfutilhist.c_he_stat__add_stat.c,41,41
extr_linuxtoolsperfutilheader.c_has_unit.c,18,18
extr_linuxtoolsperfutilevent.h_perf_synth__raw_data.c,7,7
extr_linuxtoolsperfutilhist.c_he_stat__add_cpumode_period.c,14,14
extr_linuxtoolsperfutilevsel.c___perf_evsel__sample_size.c,29,976
extr_linuxtoolsperfutilhist.c_hists__col_len.c,10,10
extr_linuxtoolsperfutilevsel.c___perf_evsel__calc_is_pos.c,17,17
extr_linuxtoolsperfutilhist.c_hists__filter_entry_by_thread.c,24,24
extr_linuxtoolsperfutilhist.c_hists__reset_filter_stats.c,9,9
extr_linuxtoolsperfutilevsel.c_is_dummy_event.c,14,14
extr_linuxtoolsperfutilhist.c_hists__total_period.c,11,11
extr_linuxtoolsperfutilevsel.h_perf_evsel__cpus.c,7,7
extr_linuxtoolsperfutilheader.c_has_scale.c,10,10
extr_linuxtoolsperfutilgenelf_debug.c_buffer_ext_size.c,7,7
extr_linuxtoolsperfutilevsel.h_perf_evsel__match2.c,22,22
extr_linuxtoolsperfutilhist.c_he_stat__add_period.c,21,21
extr_linuxtoolsperfutilhist.c_he_stat__decay.c,21,21
extr_linuxtoolsperfutilhist.h_advance_hpp.c,15,15
extr_linuxtoolsperfutilhist.c_can_goto_child.c,12,12
extr_linuxtoolsperfutilhist.c_hists__filter_entry_by_socket.c,11,11
extr_linuxtoolsperfutilintel-pt-decoder....utiltarget.h_target__has_per_thread.c,17,17
extr_linuxtoolsperfutilhist.c_hists__inc_filter_stats.c,16,16
extr_linuxtoolsperfutilhist.h_hists__has_filter.c,13,13
extr_linuxtoolsperfutilhist.c_hists__set_col_len.c,12,12
extr_linuxtoolsperfutilintel-pt-decoder..cpumap.h_cpu_map__id_to_cpu.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..cpumap.h_cpu_map__socket.c,15,15
extr_linuxtoolsperfutilintel-pt-decoder..data.h_perf_data__is_write.c,11,11
extr_linuxtoolsperfutilintel-pt-decoder..data.h_perf_data__is_pipe.c,7,7
extr_linuxtoolsperfutilhist.c_iter_next_branch_entry.c,22,22
extr_linuxtoolsperfutilintel-pt-decoder..evsel.h_perf_evsel__cpus.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..event.h_perf_sample__synth_ptr.c,8,8
extr_linuxtoolsperfutilintel-pt-decoder..dso.h_dso__is_kallsyms.c,19,19
extr_linuxtoolsperfutilhist.h_evsel__hists.c,8,8
extr_linuxtoolsperfutilintel-pt-decoder..dso.h_dso__is_vmlinux.c,19,19
extr_linuxtoolsperfutilintel-pt-decoder..evsel.h_perf_evsel__match2.c,22,22
extr_linuxtoolsperfutilintel-pt-decoder....utiltarget.h_target__has_task.c,13,13
extr_linuxtoolsperfutilintel-pt-decoder..machine.h_machine__is_host.c,16,16
extr_linuxtoolsperfutilintel-pt-decoder..machine.h_machine__kernel_maps.c,6,6
extr_linuxtoolsperfutilintel-pt-decoder..map.h_map__unmap_ip.c,11,11
extr_linuxtoolsperfutilintel-pt-decoder....utiltarget.h_target__has_cpu.c,13,13
extr_linuxtoolsperfutilintel-pt-decoder..cpumap.h_cpu_map__id_to_socket.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..data.h_perf_data__fd.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..data.h_perf_data__size.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..data.h_perf_data__is_read.c,11,11
extr_linuxtoolsperfutilintel-pt-decoder..dso.h_dso__is_kcore.c,19,19
extr_linuxtoolsperfutilintel-pt-decoder..event.h_perf_synth__raw_data.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..ordered-events.h_ordered_events__set_copy_on_queue.c,9,9
extr_linuxtoolsperfutilintel-pt-decoder..evsel.h_perf_evsel__group_idx.c,10,10
extr_linuxtoolsperfutilintel-pt-decoder..xyarray.h_xyarray__entry.c,18,18
extr_linuxtoolsperfutilintel-pt-decoder..machine.h_machine__is_default_guest.c,16,16
extr_linuxtoolsperfutilintel-pt-decoder..dso.h_dso__set_loaded.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..map.h_map__map_ip.c,11,11
extr_linuxtoolsperfutilintel-pt-decoder..ordered-events.h_ordered_events__set_alloc_size.c,9,9
extr_linuxtoolsperfutilintel-pt-decoder..machine.h_machine__kernel_map.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..xyarray.h_xyarray__max_y.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_escape_id.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_group_id.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_has_modrm.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_has_second_immediate.c,7,7
extr_linuxtoolsperfutilintel-pt-decoder..symbol.h_symbol__priv.c,10,10
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_force64.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_immediate_size.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_escape.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_legacy_prefix.c,15,15
extr_linuxtoolsperfutilintel-pt-decoder..xyarray.h_xyarray__max_x.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_rex_prefix.c,11,11
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_vex_prefix.c,16,16
extr_linuxtoolsperfutilintel-pt-decoderinsn.h_insn_complete.c,32,32
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_must_evex.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_calc_cbr.c,27,27
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_accept_vex.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_group_common_attribute.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_has_immediate.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_has_moffset.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_has_variant.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_address_size_prefix.c,11,11
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_group.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_evex_prefix.c,11,11
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_vex3_prefix.c,11,11
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_last_prefix_id.c,13,13
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_is_operand_size_prefix.c,11,11
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_lower_power_of_2.c,18,74
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_clear_tx_flags.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderinsn.h_insn_offset_rex_prefix.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_fup_with_nlip.c,18,18
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_tsc_cmp.c,14,14
extr_linuxtoolsperfutilintel-pt-decoderinat.h_inat_must_vex.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_sample_insn.c,24,24
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_multdiv.c,26,26
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_exstop.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_psbend.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_ovf.c,9,9
extr_linuxtoolsperfutilintel-pt.c_intel_pt_cpumode.c,14,14
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_fup_event.c,31,31
extr_linuxtoolsperfutilintel-pt.c_intel_pt_reset_last_branch_rb.c,10,10
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_next_period.c,24,24
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_have_ip.c,20,20
extr_linuxtoolsperfutilintel-pt.c_intel_pt_has.c,17,17
extr_linuxtoolsperfutillzma.c_lzma_strerror.c,14,14
extr_linuxtoolsperfutilmachine.h_machine__is_host.c,16,16
extr_linuxtoolsperfutilmachine.c_save_iterations.c,27,3332
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_update_in_tx.c,10,10
extr_linuxtoolsperfutilmachine.h_machine__kernel_maps.c,6,6
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_sample_time.c,30,30
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-insn-decoder.c_intel_pt_insn_type.c,13,13
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_exstop_ip.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_pad.c,9,9
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_tracestop.c,9,9
extr_linuxtoolsperfutilintel-pt.c_intel_pt_get_config.c,21,21
extr_linuxtoolsperfutilintel-pt.c_intel_pt_skip_event.c,23,23
extr_linuxtoolsperfutilmap.h_map__map_ip.c,11,11
extr_linuxtoolsperfutilintel-pt.c_intel_pt_is_switch_ip.c,18,18
extr_linuxtoolsperfutilmachine.c_machine__get_current_tid.c,14,14
extr_linuxtoolsperfutilordered-events.h_ordered_events__set_alloc_size.c,9,9
extr_linuxtoolsperfutilmachine.h_machine__is_default_guest.c,16,16
extr_linuxtoolsperfutilmem-events.c_c2c_add_stats.c,136,136
extr_linuxtoolsperfutilmachine.h_machine__kernel_map.c,7,7
extr_linuxtoolsperfutilparse-events.c_event_type.c,15,15
extr_linuxtoolsperfutilmap.c___map__kmap.c,16,16
extr_linuxtoolsperfutilrblist.c_rblist__init.c,12,12
extr_linuxtoolsperfutilpython.c_pyrf_evlist__length.c,9,9
extr_linuxtoolsperfutilparse-events.c_parse_events__is_name_term.c,11,11
extr_linuxtoolsperfutilrecord.c_perf_probe_context_switch.c,7,7
extr_linuxtoolsperfutilmap.h_map__unmap_ip.c,11,11
extr_linuxtoolsperfutilscripting-engines....utilcpumap.h_cpu_map__id_to_cpu.c,7,7
extr_linuxtoolsperfutils390-cpumsf.c_s390_cpumsf_reached_trailer.c,20,20
extr_linuxtoolsperfutilscripting-engines....utilcpumap.h_cpu_map__socket.c,15,15
extr_linuxtoolsperfutilscripting-engines....utildso.h_dso__is_kcore.c,19,19
extr_linuxtoolsperfutilscripting-engines....utildso.h_dso__set_loaded.c,7,7
extr_linuxtoolsperfutilscripting-engines....utilmap.h_map__unmap_ip.c,11,11
extr_linuxtoolsperfutilmmap.c_perf_mmap__mmap_len.c,9,9
extr_linuxtoolsperfutilordered-events.h_ordered_events__set_copy_on_queue.c,9,9
extr_linuxtoolsperfutilparse-events.c_parse_events__is_hardcoded_term.c,11,11
extr_linuxtoolsperfutilscripting-engines....utiltarget.h_target__has_task.c,13,13
extr_linuxtoolsperfutilscripting-engines....utiltarget.h_target__has_cpu.c,13,13
extr_linuxtoolsperfutilpython.c_test_attr__open.c,10,10
extr_linuxtoolsperfutilrecord.c_perf_probe_comm_exec.c,7,7
extr_linuxtoolsperfutilpython.c_is_tracepoint.c,12,12
extr_linuxtoolsperfutilrecord.c_perf_probe_sample_identifier.c,9,9
extr_linuxtoolsperfutilscripting-engines....utilxyarray.h_xyarray__max_x.c,7,7
extr_linuxtoolsperfutilscripting-engines....utilcpumap.h_cpu_map__id_to_socket.c,7,7
extr_linuxtoolsperfutils390-cpumsf.c_s390_cpumsf_validate.c,25,25
extr_linuxtoolsperfutilscripting-engines....utildso.h_dso__is_vmlinux.c,19,19
extr_linuxtoolsperfutilscripting-engines....utildso.h_dso__is_kallsyms.c,19,19
extr_linuxtoolsperfutilscripting-engines....utilmap.h_map__map_ip.c,11,11
extr_linuxtoolsperfutilscripting-engines....utilsymbol.h_symbol__priv.c,10,10
extr_linuxtoolsperfutilscripting-engines..callchain.h_callchain_cumul_counts.c,9,9
extr_linuxtoolsperfutilscripting-engines..callchain.h_callchain_cursor_commit.c,11,11
extr_linuxtoolsperfutilscripting-engines..event.h_perf_synth__raw_data.c,7,7
extr_linuxtoolsperfutilscripting-engines....utiltarget.h_target__has_per_thread.c,17,17
extr_linuxtoolsperfutilscripting-engines....utilxyarray.h_xyarray__entry.c,18,18
extr_linuxtoolsperfutilscripting-engines..evsel.h_perf_evsel__group_idx.c,10,10
extr_linuxtoolsperfutilscripting-engines..machine.h_machine__is_default_guest.c,16,16
extr_linuxtoolsperfutilscripting-engines....utilxyarray.h_xyarray__max_y.c,7,7
extr_linuxtoolsperfutilscripting-engines..thread.h_thread__exited.c,7,7
extr_linuxtoolsperfutilscripting-engines..thread.h_thread__set_priv.c,9,9
extr_linuxtoolsperfutilsession.c_perf_tool__fill_defaults.c,98,98
extr_linuxtoolsperfutilscripting-engines..machine.h_machine__kernel_map.c,7,7
extr_linuxtoolsperfutilsession.c_revbyte.c,29,29
extr_linuxtoolsperfutilsort.c__sort__cgroup_dev_cmp.c,8,8
extr_linuxtoolsperfutilsort.c_he_weight.c,16,16
extr_linuxtoolsperfutilscripting-engines..callchain.h_callchain_cumul_hits.c,9,9
extr_linuxtoolsperfutilsort.c_sort__daddr_cmp.c,24,24
extr_linuxtoolsperfutilscripting-engines..event.h_perf_sample__synth_ptr.c,8,8
extr_linuxtoolsperfutilscripting-engines..evsel.h_perf_evsel__cpus.c,7,7
extr_linuxtoolsperfutilsort.c_sort__socket_cmp.c,10,10
extr_linuxtoolsperfutilsort.c_sort__iaddr_cmp.c,24,24
extr_linuxtoolsperfutilscripting-engines..thread.h_thread__priv.c,7,7
extr_linuxtoolsperfutilsort.c_sort__transaction_cmp.c,10,10
extr_linuxtoolsperfutilscripting-engines..evsel.h_perf_evsel__match2.c,22,22
extr_linuxtoolsperfutilscripting-engines..machine.h_machine__is_host.c,16,16
extr_linuxtoolsperfutilsession.c_regs_dump_abi.c,13,13
extr_linuxtoolsperfutilscripting-enginestrace-event-python.c_get_offset.c,20,20
extr_linuxtoolsperfutilscripting-engines..machine.h_machine__kernel_maps.c,6,6
extr_linuxtoolsperfutilsort.c__sort__addr_cmp.c,8,8
extr_linuxtoolsperfutilsort.c__sort__cgroup_inode_cmp.c,8,8
extr_linuxtoolsperfutilsort.c_sort__cpu_cmp.c,10,10
extr_linuxtoolsperfutilsort.c_sort__global_weight_cmp.c,10,10
extr_linuxtoolsperfutilsort.c_sort__thread_cmp.c,12,12
extr_linuxtoolsperfutilstat.h_init_stats.c,18,18
extr_linuxtoolsperfutilstat-shadow.c_evsel_context.c,37,37
extr_linuxtoolsperfutilsort.c_sort__phys_daddr_cmp.c,24,24
extr_linuxtoolsperfutilsymbol-minimal.c_check_need_swap.c,19,19
extr_linuxtoolsperfutilthread-stack.c_callchain_context.c,12,12
extr_linuxtoolsperfutilthread.h_thread__set_priv.c,9,9
extr_linuxtoolsperfutilsymbol.h_symbol__priv.c,10,10
extr_linuxtoolsperfutiltarget.h_target__has_per_thread.c,17,17
extr_linuxtoolsperfutilthread.h_thread__exited.c,7,7
extr_linuxtoolsperfutiltop.c_perf_top__reset_sample_counters.c,17,17
extr_linuxtoolsperfutilstat.c_avg_stats.c,7,7
extr_linuxtoolsperfutiltrigger.h_trigger_is_available.c,10,10
extr_linuxtoolsperfutilunits.c_convert_unit.c,15,15
extr_linuxtoolsperfutilutil.c_hex_width.c,16,21
extr_linuxtoolsperfutiltrigger.h_trigger_is_hit.c,11,11
extr_linuxtoolsperfutilsvghelper.c_cpu2slot.c,9,9
extr_linuxtoolsperfutilstat.c_update_stats.c,37,37
extr_linuxtoolsperfutilsymbol-elf.c_want_demangle.c,11,11
extr_linuxtoolsperfutilthread.h_thread__priv.c,7,7
extr_linuxtoolsperfutiltarget.h_target__has_task.c,13,13
extr_linuxtoolsperfutilthread_map.h_thread_map__nr.c,12,12
extr_linuxtoolsperfutilsymbol.c_dso__is_compatible_symtab_type.c,15,15
extr_linuxtoolsperfutilthread-stack.c_thread_stack__depth.c,13,13
extr_linuxtoolsperfutiltarget.h_target__has_cpu.c,13,13
extr_linuxtoolsperfutiltrigger.h_trigger_error.c,8,8
extr_linuxtoolsperfutilxyarray.h_xyarray__max_x.c,7,7
extr_linuxtoolsperfutilxyarray.h_xyarray__entry.c,18,18
extr_linuxtoolspoweracpios_specificservice_layersosunixxf.c_acpi_os_physical_table_override.c,8,8
extr_linuxtoolspowercpupowerdebugi386powernow-k8-decode.c_find_freq_from_fid.c,7,7
extr_linuxtoolsperfutilutil.c_event_attr_init.c,15,15
extr_linuxtoolsperfutiltrigger.h_trigger_is_error.c,11,11
extr_linuxtoolspoweracpios_specificservice_layersoslinuxtbl.c_osl_get_last_status.c,14,14
extr_linuxtoolspowercpupowerutilsidle_monitoramd_fam14h_idle.c_amd_fam14h_get_pci_info.c,18,18
extr_linuxtoolsperfutiltrigger.h_trigger_is_ready.c,11,11
extr_linuxtoolspowercpupowerutilsidle_monitorcpuidle_sysfs.c_map_power_idle_state_name.c,5,5
extr_linuxtoolspowerx86turbostatturbostat.c_has_glm_turbo_ratio_limit.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_has_slv_msrs.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_has_hsw_turbo_ratio_limit.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_has_knl_turbo_ratio_limit.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_delta_core.c,39,39
extr_linuxtoolspowerx86turbostatturbostat.c_has_turbo_ratio_group_limits.c,11,11
extr_linuxtoolsperfutilxyarray.h_xyarray__max_y.c,7,7
extr_linuxtoolspowerx86turbostatturbostat.c_is_cnl.c,11,11
extr_linuxtoolspoweracpios_specificservice_layersosunixxf.c_acpi_os_redirect_output.c,7,7
extr_linuxtoolspowercpupowerdebugi386powernow-k8-decode.c_find_millivolts_from_vid.c,8,8
extr_linuxtoolspowerx86turbostatturbostat.c_is_slm.c,11,11
extr_linuxtoolspoweracpios_specificservice_layersosunixxf.c_acpi_os_enter_sleep.c,8,8
extr_linuxtoolspowerx86turbostatturbostat.c_is_knl.c,11,11
extr_linuxtoolspowercpupowerutilsidle_monitoramd_fam14h_idle.c_fam14h_nbp1_count.c,12,12
extr_linuxtoolspowerx86turbostatturbostat.c_perf_limit_reasons_probe.c,9,9
extr_linuxtoolspowerx86turbostatturbostat.c_has_hsw_msrs.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_has_snb_msrs.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_count_cpus.c,9,9
extr_linuxtoolspowerx86turbostatturbostat.c_has_ivt_turbo_ratio_limit.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_has_skl_msrs.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_has_config_tdp.c,11,11
extr_linuxtoolspowerx86x86_energy_perf_policyx86_energy_perf_policy.c_parse_cmdline_hwp_desired.c,13,13
extr_linuxtoolspowerx86turbostatturbostat.c_is_bdx.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_is_dnv.c,11,11
extr_linuxtoolspowerx86turbostatturbostat.c_open_dev_cpu_msr.c,6,6
extr_linuxtoolspowerx86x86_energy_perf_policyx86_energy_perf_policy.c_parse_cmdline_hwp_min.c,22,22
extr_linuxtoolstestingnvdimmtestnfit.c_nfit_test_remove.c,6,6
extr_linuxtoolspowerx86turbostatturbostat.c_is_skx.c,11,11
extr_linuxtoolstestingnvdimmtestnfit.c_nfit_test_cmd_ars_cap.c,28,28
extr_linuxtoolstestingselftestsbpftest_sockmap.c_test_to_str.c,16,16
extr_linuxtoolspowerx86turbostatturbostat.c_rapl_dram_energy_units_probe.c,13,13
extr_linuxtoolstestingradix-treelinux........includelinuxradix-tree.h_radix_tree_is_internal_node.c,11,11
extr_linuxtoolstestingselftestsbpftest_btf.c_set_pprint_mapv.c,27,27
extr_linuxtoolstestingselftestsfilesystemsdnotify_test.c_handler.c,10,10
extr_linuxtoolspowerx86x86_energy_perf_policyx86_energy_perf_policy.c_parse_cmdline_hwp_max.c,19,19
extr_linuxtoolstestingselftestskvmlibsparsebit.c_sparsebit_num_set.c,7,7
extr_linuxtoolstestingselftestskvmsync_regs_test.c_compare_vcpu_events.c,6,6
extr_linuxtoolspowerx86x86_energy_perf_policyx86_energy_perf_policy.c_ratio_2_sysfs_khz.c,8,8
extr_linuxtoolstestingradix-treelinux........includelinuxradix-tree.h_radix_tree_exceptional_entry.c,7,7
extr_linuxtoolstestingselftestsmqueuemq_perf_tests.c_dec_prio.c,15,15
extr_linuxtoolstestingnvdimmtestnfit.c_nfit_test_cmd_get_config_size.c,19,19
extr_linuxtoolstestingradix-treelinuxgfp.h_gfpflags_allow_blocking.c,13,13
extr_linuxtoolstestingselftestsbpftest_sockmap.c_running_handler.c,6,6
extr_linuxtoolstestingselftestsbreakpointsbreakpoint_test_arm64.c_sigalrm.c,5,5
extr_linuxtoolstestingselftestsnetpsock_tpacket.c___v1_tx_kernel_ready.c,15,15
extr_linuxtoolstestingselftestsbpftest_xdp_noinline.c_calc_offset.c,19,19
extr_linuxtoolstestingselftestskvmlibsparsebit.c_sparsebit_all_set.c,17,17
extr_linuxtoolstestingselftestsnetpsock_tpacket.c___v2_tx_kernel_ready.c,15,15
extr_linuxtoolstestingselftestskvmsync_regs_test.c_compare_sregs.c,6,6
extr_linuxtoolstestingselftestsmqueuemq_perf_tests.c_const_prio.c,5,5
extr_linuxtoolstestingselftestsnetudpgso_bench_tx.c_sigint_handler.c,8,8
extr_linuxtoolstestingselftestsnetudpgso_bench_rx.c_sanitized_char.c,14,14
extr_linuxtoolstestingselftestsmqueuemq_perf_tests.c_inc_prio.c,11,11
extr_linuxtoolstestingselftestsnetpsock_tpacket.c___v1_rx_kernel_ready.c,12,12
extr_linuxtoolstestingselftestspowerpcharness.c_sig_handler.c,5,5
extr_linuxtoolstestingselftestspowerpcpmuebbebb.c_event_ebb_init.c,9,9
extr_linuxtoolstestingselftestspowerpcprimitivesword-at-a-time.h_create_zero_mask.c,13,13
extr_linuxtoolstestingselftestspowerpcpmuebbmulti_ebb_procs_test.c_sigint_handler.c,6,6
extr_linuxtoolstestingselftestsnetpsock_tpacket.c___v2_rx_kernel_ready.c,12,12
extr_linuxtoolstestingselftestspowerpcptraceptrace-vsx.h_load_vsx_vmx.c,15,15
extr_linuxtoolstestingselftestspowerpctmtm-trap.c_usr1_signal_handler.c,8,8
extr_linuxtoolstestingselftestspowerpcptraceptrace-hwbreak.c_write_var.c,11,11
extr_linuxtoolstestingselftestsptptestptp.c_get_clockid.c,9,9
extr_linuxtoolstestingselftestsrseqparam_test.c_test_signal_interrupt_handler.c,8,8
extr_linuxtoolstestingselftestspowerpcbenchmarksnull_syscall.c_sigalrm_handler.c,6,6
extr_linuxtoolstestingselftestsrcutortureformalsrcu-cbmcsrclocks.h_init_completion.c,7,7
extr_linuxtoolstestingselftestsnetudpgso_bench_rx.c_sigint_handler.c,8,8
extr_linuxtoolstestingselftestsnetpsock_tpacket.c___v3_tx_kernel_ready.c,15,15
extr_linuxtoolstestingselftestsptptestptp.c_ppb_to_scaled_ppm.c,9,9
extr_linuxtoolstestingselftestspowerpcsignalsignal.c_signal_handler.c,9,9
extr_linuxtoolstestingselftestspowerpcharness.c_test_harness_set_timeout.c,7,7
extr_linuxtoolstestingselftestsprctldisable-tsc-ctxt-sw-stress-test.c_sigsegv_expect.c,5,5
extr_linuxtoolstestingselftestsseccompseccomp_bpf.c_tracer_stop.c,6,6
extr_linuxtoolstestingselftestspowerpcpmuebbebb.h_pmc_sample_period.c,7,7
extr_linuxtoolstestingselftestspowerpcprimitivesword-at-a-time.h_count_masked_bytes.c,11,11
extr_linuxtoolstestingselftestspowerpcptraceptrace-hwbreak.c_read_var.c,11,11
extr_linuxtoolstestingselftestspowerpcptraceptrace-tar.h_validate_tar_registers.c,30,30
extr_linuxtoolstestingselftestsptptestptp.c_pctns.c,9,9
extr_linuxtoolstestingselftestsrcutortureformalsrcu-cbmcsrclocks.h_lock_impl_init.c,7,7
extr_linuxtoolstestingselfteststimersadjtick.c_llabs.c,8,8
extr_linuxtoolstestingselfteststimersinconsistency-check.c_clockstring.c,14,14
extr_linuxtoolstestingselfteststimersnanosleep.c_clockstring.c,14,14
extr_linuxtoolstestingselftestsrcutortureformalsrcu-cbmcsrclocks.h_completion_done.c,7,7
extr_linuxtoolstestingselftestsseccompseccomp_bpf.c_cont_handler.c,5,5
extr_linuxtoolstestingselfteststimersset-timer-lat.c_clockstring.c,14,14
extr_linuxtoolstestingselftestssizeget_size.c_num_to_str.c,37,79
extr_linuxtoolstestingselfteststimersposix_timers.c_sig_handler.c,6,6
extr_linuxtoolstestingselftestsvmmlock2.h_mlock2_.c,10,10
extr_linuxtoolstestingselftestsvmuserfaultfd.c_hugetlb_alias_mapping.c,10,10
extr_linuxtoolstestingselftestsvmhugepage-mmap.c_write_bytes.c,9,9
extr_linuxtoolstestingselftestsvmuserfaultfd.c_noop_alias_mapping.c,7,7
extr_linuxtoolstestingselfteststimersalarmtimer-suspend.c_clockstring.c,14,14
extr_linuxtoolstestingselftestsx86mpx-mini-test.c_align_down.c,11,11
extr_linuxtoolstestingselftestsx86mpx-dig.c_read_bounds_table_into_buf.c,6,6
extr_linuxtoolstestingselftestsx86mpx-mini-test.c___si_bounds_lower.c,7,7
extr_linuxtoolstestingselfteststimersleap-a-day.c_time_state_str.c,14,14
extr_linuxtoolstestingselftestsvmthuge-gen.c_ilog2.c,17,93
extr_linuxtoolstestingselfteststimersnsleep-lat.c_clockstring.c,14,14
extr_linuxtoolstestingselftestsx86ptrace_syscall.c_empty_handler.c,7,7
extr_linuxtoolstestingselfteststimersraw_skew.c_llabs.c,8,8
extr_linuxtoolstestingselftestsx86mpx-mini-test.c_get_next_inst_ip.c,32,32
extr_linuxtoolstestingselftestsx86sigreturn.c_LDT3.c,9,9
extr_linuxtoolstestingselftestsvmuserfaultfd.c_my_bcmp.c,26,4093
extr_linuxtoolstestingselftestsvmmap_hugetlb.c_write_bytes.c,9,9
extr_linuxtoolstestingselftestsx86ldt_gdt.c_fix_sa_restorer.c,5,5
extr_linuxtoolstestingselftestsx86mpx-dig.c_vaddr_in_range.c,13,13
extr_linuxtoolstestingselftestsx86mpx-mini-test.c_align_up.c,13,13
extr_linuxtoolstestingselftestsx86vdso_restorer.c_handler_with_siginfo.c,8,8
extr_linuxtoolstestingselftestsx86mpx-mini-test.c___si_bounds_upper.c,7,7
extr_linuxtoolstestingvsocktimeout.c_sigalrm.c,6,6
extr_linuxtoolstestingselftestsx86mpx-hw.h_bd_entry_valid.c,10,10
extr_linuxtoolstestingselftestsx86sigreturn.c_GDT3.c,9,9
extr_linuxtoolstestingvsockvsock_diag_test.c_sock_state_str.c,14,14
extr_linuxtoolstestingselftestsx86protection_keys.c_si_code_str.c,20,20
extr_linuxtoolsthermaltmonsysfs.c_zone_instance_to_index.c,13,13
