name,static_instructions_case_big-arr_O0,dynamic_instructions_case_big-arr_O0
extr_linuxarchx86mmpageattr.c___cpa_pfn_in_highmap.c,6,6
extr_linuxdriverss390ciocio.c_cio_apply_config.c,45,45
extr_linuxdriversmediaplatformstideltadelta.h_frame_type_str.c,24,24
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_DBGC_CFG_DBGBUS_CNTLT_TRACEEN.c,9,9
extr_linuxdriversmediacommonb2c2flexcop-i2c.c_flexcop_i2c_func.c,6,6
extr_linuxdriversgpudrmamdamdgpudce_v10_0.c_dce_v10_0_wait_for_idle.c,6,6
extr_linuxdriversisdnmISDNcore.c_mISDN_class_release.c,5,5
extr_reactosdlldirectxwinewined3dcontext.c_context_set_tls_idx.c,7,7
extr_nodemcu-firmwareappplatformplatform.h_platform_sigma_delta_exists.c,13,13
extr_linuxtoolsperfutilscripting-engines..machine.h_machine__is_host.c,16,16
extr_linuxdriversmediadvb-frontendsaf9013.c_af9013_read_ber.c,14,14
extr_linuxdriversstagingcomedidriversni_labpc_isadma.h_labpc_setup_dma.c,6,6
extr_linuxdriversstagingrtl8192ertl819x_HTProc.c_HTIOTActIsDisableMCS14.c,7,7
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-decoder.c_intel_pt_tsc_cmp.c,14,14
extr_h2odepsmrubymrbgemsmruby-sleepsrcmrb_sleep.c_mrb_mruby_sleep_gem_final.c,5,5
extr_mongooseexamplesPIC32http_serverfirmwaresrcsystem_configpic32mx_eth_sk2_encx24j600frameworksystemportssrcsys_ports_static.c_SYS_PORTS_PinModeSelect.c,7,7
extr_linuxarchsparckernelpci_sun4v.c_pci_sun4v_msi_init.c,5,5
extr_linuxarchx86platformolpcolpc-xo1-pm.c_olpc_xo1_pm_wakeup_clear.c,9,9
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_get_desc_write_addr.c,8,8
extr_openssltesttls13secretstest.c_ssl3_digest_cached_records.c,7,7
extr_linuxdriversgpudrmnouveaunvkmsubdevbiosinit.c_init_shift.c,14,14
extr_linuxdriversplatformx86intel_int0002_vgpio.c_int0002_gpio_get.c,7,7
extr_linuxarchx86cryptosha512-mbsha512_mb.c_req_ctx_init.c,9,9
extr_linuxdriversgpudrmmsmadrenoadreno_common.xml.h_AXXX_CP_QUEUE_THRESHOLDS_CSQ_ST_START.c,9,9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_quos_Slot_inst_encode.c,7,7
extr_linuxarchx86mmtestmmiotrace.c_v16.c,7,7
extr_linuxdriverspcicontroller..pci.h_pci_iov_init.c,7,7
extr_linuxdriversttyserialpmac_zilog.c_pmz_release_port.c,5,5
extr_linuxsoundpciac97ac97_codec.c_snd_ac97_spdif_mask_info.c,12,12
extr_linuxfsnlsnls_base.c_utf32_to_utf8.c,17,17
extr_emscriptentestsnbody-javajava_util_Collections_EmptyMap.c___DELETE_java_util_Collections_EmptyMap.c,6,6
extr_linuxdriverswatchdogbcm47xx_wdt.c_bcm47xx_wdt_hard_start.c,6,6
extr_kphp-kdbhintsmaccub.c_bcode_iter_val.c,7,7
extr_linuxsecurityselinuxhooks.c_default_protocol_dgram.c,17,17
extr_linuxdriversgpudrmbridgeadv7511adv7511.h_adv7533_dsi_power_on.c,5,5
extr_obs-studiolibobsaudio-monitoringosx....graphicsvec4.h_vec4_from_bgra.c,47,47
extr_linuxnetbatman-advbridge_loop_avoidance.h_batadv_bla_claim_table_seq_print_text.c,7,7
extr_linuxsoundpciice1712quartet.c_qtet_set_mclk.c,8,8
extr_linuxdriversvideofbdevviavt1636.c_get_clk_range_index.c,23,23
extr_linuxsecurityintegrityima..integrity.h_integrity_init_keyring.c,6,6
extr_linuxdriversinfinibandcoreroce_gid_mgmt.c_pass_all_filter.c,9,9
extr_linuxfsnilfs2segbuf.h_nilfs_segbuf_empty.c,12,12
extr_linuxdriversmediatunersfc0013.h_fc0013_rc_cal_reset.c,6,6
extr_linuxdriversnetwirelessintersilp54txrx.c_p54_rssi_to_dbm.c,25,25
extr_linuxdriversgpudrmamdamdgpusoc15.c_soc15_vga_set_state.c,6,6
extr_linuxdriverssocfslqbmanqman.c_fq_set.c,10,10
extr_linuxsecuritykeysencrypted-keysencrypted.h_dump_decrypted_data.c,5,5
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniIsSetting.c,23,3328
extr_linuxdriversusbgadgetudcnet2272.c_type_string.c,22,22
extr_linuxdriversusbdwc3core.h_dwc3_is_usb31.c,14,14
extr_linuxdriversnetethernetmellanoxmlx5coreen_ethtool.c_mlx5e_get_rxfh_indir_size.c,6,6
extr_linuxdriversmediatunerstuner-simple.c_tuner_signal.c,8,8
extr_linuxdriversmediadvb-frontendsdib9000.c_dib9000_fe_get_tune_settings.c,9,9
extr_obs-studiolibobsobs-properties.c_obs_property_set_modified_callback2.c,15,15
extr_linuxarchsparckernelunaligned_32.c_decode_signedness.c,7,7
extr_linuxdriversvideofbdevcorefbcon_ud.c_ud_update_attr.c,55,33403
extr_emscriptentestslzmalzmaLzmaEnc.c_RangeEnc_Init.c,22,22
extr_linuxdriversgpudrmbridgesynopsysdw-hdmi.c_hdmi_compute_n.c,30,30
extr_linuxnetdccpccidsccid2.c_ccid2_update_used_window.c,15,15
extr_FFmpeglibswscaleutils.c_sws_scaleVec.c,11,11
extr_linuxdriversnetwirelessbroadcombrcm80211brcmfmacsdio.c_brcmf_sdio_checkdied.c,6,6
extr_linuxnetcaifcfpkt_skbuff.c_pkt_to_skb.c,6,6
extr_linuxdriversgpudrmmsmmsm_fence.c_msm_fence_get_driver_name.c,6,6
extr_h2olibcommonsocket.c_calc_suggested_tls_payload_size.c,23,23
extr_linuxdriversphyqualcommphy-qcom-ufs-qmp-14nm.c_ufs_qcom_phy_qmp_14nm_set_tx_lane_enable.c,6,6
extr_linuxdriversideide-probe.c_ide_disk_init_mult_count.c,41,41
extr_linuxtoolsperfuibrowsersmap.c_symbol__browser_index.c,8,8
extr_linuxdriversnetxen-netbackcommon.h_nr_pending_reqs.c,10,10
extr_linuxdriversvideofbdevsisinit.c_SiS_ResetVB.c,5,5
extr_linuxdriversdmadma-jz4740.c_jz4740_dma_maxburst.c,19,19
extr_linuxdriversnetethernetfreescalefmanfman_port.c_fman_port_get_hash_result_offset.c,16,16
extr_linuxdriversmtdspi-norfsl-quadspi.c_needs_swap_endian.c,9,9
extr_linuxdriversnetwirelessrealtekrtlwifirtl8723ae..btcoexist..wifi.h_set_hal_stop.c,8,8
extr_linuxdriversmediaplatformstideltadelta-v4l2.c_frame_size.c,12,12
extr_linuxtoolslibhweight.c___sw_hweight16.c,29,29
extr_linuxnetsunrpcauth_gssgss_krb5_crypto.c_arcfour_hmac_md5_usage_to_salt.c,20,20
extr_labenginecoderenderergl1tr_shade_calc.c_RB_CalcAlphaFromOneMinusEntity.c,8,8
extr_linuxarchparisckernelfirmware.c_f_extend.c,6,6
extr_obs-studiopluginsobs-outputslibrtmpcencode.c_base64_init_encodestate.c,12,12
extr_nuklearexamplestb_image.h_stbi__jpeg_dequantize.c,21,905
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_ocrdma_add_qpn_map.c,14,14
extr_reactosdllwin32riched20reader.c_RTFSetDestinationCallback.c,12,12
extr_swayswaycommandsgaps.c_apply_gaps_op.c,20,20
extr_Craftdepsglfwsrcwl_init.c_toGLFWKeyCode.c,14,14
extr_reactosdllwin32windowscodecspalette.c_find_box_max_count.c,31,5366
extr_linuxdriversvideofbdevwmt_ge_rops.h_wmt_ge_sync.c,6,6
extr_linuxdriverstargetsbpsbp_target.c_sbp_set_default_node_attrs.c,5,5
extr_linuxdriverss390ciocss.c_cm_enable_mode.c,13,13
extr_raspberry-pi-osexerciseslesson031bl4ckout31srcprintf.c_ui2a.c,62,107
extr_linuxnetvmw_vsockvmci_transport_notify.c_send_waiting_write.c,7,7
extr_linuxdriverswatchdogwdt285.c_watchdog_release.c,7,7
extr_linuxdriversstagingcomedicomedidev.h_comedi_sample_shift.c,12,12
extr_linuxdriversnetethernetchelsiocxgb4sge.c_t4_intr_handler.c,18,18
extr_hashcatsrcmodulesmodule_13100.c_module_init.c,203,203
extr_hashcatsrcmodulesmodule_06500.c_module_init.c,203,203
extr_linuxdriversnetethernetamdxgbexgbe-phy-v2.c_xgbe_init_function_ptrs_phy_v2.c,73,73
extr_linuxdriversvisorbusvisorchannel.c_visorchannel_get_physaddr.c,7,7
extr_linuxdriversstagingfbtftfb_watterott.c_set_addr_win.c,9,9
extr_linuxdriverscharefirtc.c_efi_rtc_open.c,7,7
extr_linuxdriverspcicontroller..pci.h_pci_has_subordinate.c,12,12
extr_linuxdriversmediausbgspcase401.c_sd_post_reset.c,6,6
extr_nginxsrchttpmodulesngx_http_mp4_module.c_ngx_http_mp4_atofp.c,40,40
extr_linuxdriversiommuintel-iommu.c_context_clear_pasid_enable.c,9,9
extr_linuxdriversgpudrmpanelpanel-samsung-ld9040.c_ld9040_enable.c,6,6
extr_linuxdriversmddm-snap.c_bdev_equal.c,11,11
extr_nginxsrchttpngx_http_variables.c_ngx_http_variable_https.c,11,11
extr_jqsrcexecute.c_frame_size.c,12,12
extr_linuxdriversnetwirelessmarvelllibertastx.c_convert_radiotap_rate_to_mv.c,13,13
extr_linuxdriversspispi-sc18is602.c_sc18is602_check_transfer.c,20,20
extr_linuxdriverspcicontrollerpci-mvebu.c_sys_to_pcie.c,7,7
extr_linuxdriverspinctrlnomadikpinctrl-abx500.c_abx500_gpio_disable_free.c,7,7
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsnanoxwin.c_is_pixel_on.c,13,13
extr_linuxdrivershwtracingcoresightcoresight-etm3x.c_etm_arch_supported.c,14,14
extr_linuxmmnommu.c_vm_insert_page.c,9,9
extr_linuxnetvmw_vsockhyperv_transport.c_hvs_dgram_allow.c,7,7
extr_linuxkernelschedfair.c_enqueue_load_avg.c,6,6
extr_linuxdriverss390ciodevice_ops.c_ccw_device_set_options_mask.c,57,57
extr_linuxdriversatalibata-eh.c_ata_eh_categorize_error.c,31,31
extr_linuxdriversnetethernetnetronomenfpflower..nfp_net.h_nfp_net_fw_ver_eq.c,18,18
extr_linuxarchpowerpckvmbook3s.c_kvmppc_book3s_vec2irqprio.c,77,77
extr_linuxarchpowerpcplatformspowernvopal-irqchip.c_opal_event_set_type.c,14,14
extr_libuvsrcwinthread.c_uv_cond_destroy.c,5,5
extr_linuxdriversiioindustrialio-trigger.c_iio_trigger_validate_own_device.c,13,13
extr_linuxdriversnetethernetmediatekmtk_eth_soc.c_mtk_qdma_phys_to_virt.c,15,15
extr_reactosdllwin32msvcrtstubs.c__atodbl.c,7,7
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_58.c,15,15
extr_linuxdriversgpudrmmsmdispdpu1dpu_encoder.c_dpu_encoder_get_intf.c,16,16
extr_linuxsoundpciau88x0au88x0_pcm.c_snd_vortex_spdif_info.c,12,12
extr_linuxdriversedaci3200_edac.c_eccerrlog_row.c,15,15
extr_linuxdriversnethypervnetvsc_drv.c___netvsc_get_ringparam.c,35,35
extr_linuxfsudfudf_sb.h_UDF_SB.c,7,7
extr_linuxdriversstagingrtl8723bshalodm.c_ODM_CmnInfoPtrArrayHook.c,12,12
extr_emscriptensystemliblibcmuslsrcthreadpthread_attr_setscope.c_pthread_attr_setscope.c,18,18
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp5022x.c_mbfl_filt_ident_cp50222.c,15,15
extr_reactoswin32ssprintingbasespoolsvprinterdrivers.c__RpcAddPrinterDriver.c,7,7
extr_linuxarchpowerpcplatformsps3spu.c_mfc_sdr_setup.c,5,5
extr_linuxdriverss390ciofcx.c_tcw_set_tccb.c,9,9
extr_linuxdriversmmccorepwrseq.h_mmc_pwrseq_unregister.c,5,5
extr_linuxdriverss390cioitcw.c_itcw_get_tcw.c,7,7
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821ae..wifi.h_set_hal_stop.c,8,8
extr_linuxdriversgpudrmradeoncik_sdma.c_cik_sdma_rlc_stop.c,5,5
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexistrtl_btc.c_rtl_btc_init_hal_vars.c,5,5
extr_openpilotpandaboardsafetysafety_chrysler.h_chrysler_init.c,6,6
extr_linuxdriversnetwirelessbroadcomb43phy_lcn.c_b43_phy_lcn_op_recalc_txpower.c,7,7
extr_reactosdllwin32mprpwcache.c_ctox.c,17,17
extr_php-srcsapilitespeedlsapilib.h_LSAPI_GetReqBodyRemain_r.c,14,14
extr_linuxsoundpciau88x0au88x0_game.c_vortex_gameport_unregister.c,5,5
extr_linuxdriversnetethernetsfcef10.c_efx_ef10_pf_mem_bar.c,12,12
extr_reactossdklib3rdpartystlportsrcc_locale_dummyc_locale_dummy.c__Locale_collate_destroy.c,5,5
extr_radare2librasmarcharcgnuarc-ext.c_arcExtMap_coreReadWrite.c,15,15
extr_linuxdriversisdnhardwareeicondebuglib.c_DbgSetLevel.c,11,11
extr_linuxarchx86eventsintelcore.c_is_lbr_from.c,20,20
extr_php-srcextffiffi.c_zend_ffi_expr_bw_not.c,30,30
extr_obs-studiodepsmedia-playbackmedia-playbackmedia.c_mp_media_get_next_min_pts.c,33,33
extr_linuxdriversmediai2ctda1997x.c_tda1997x_codec_probe.c,6,6
extr_linuxdriversnetwirelessintelipw2x00ipw2200.c_ipw_add_ofdm_scan_rates.c,47,47
extr_linuxdriversscsilibsas..scsi_priv.h_scsi_autopm_get_target.c,5,5
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_REG_A3XX_VSC_PIPE_DATA_ADDRESS.c,7,7
extr_linuxdriversmiscsgi-grugrumain.c_free_gru_resources.c,20,20
extr_linuxdriverss390netctcm_mpc.c_mpc_action_nop.c,7,7
extr_timescaledbsrcnethttp_response.c_ts_http_response_state_status_code.c,7,7
extr_linuxdriverss390ciodevice_status.c_ccw_device_accumulate_esw_valid.c,16,16
extr_linuxdrivershwmonlm90.c_temp_to_s8.c,18,18
extr_linuxdrivershidhid-hyperv.c_mousevsc_hid_start.c,6,6
extr_linuxdriversnetwirelessathath9kcommon-spectral.h_spectral_bitmap_weight.c,8,8
extr_linuxsoundsocshrcarcore.c_rsnd_kctrl_accept_anytime.c,6,6
extr_darwin-xnubsdnetnecp.c_necp_ctl_rcvd.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsnanoxwin.c_ui_desktop_restore.c,9,9
extr_linuxdriversoppopp.h_opp_debug_remove_one.c,5,5
extr_linuxtoolsperfuistdio....utilevsel.h_perf_evsel__group_idx.c,10,10
extr_labenginecodeuiui_main.c_UI_OwnerDraw_Width.c,6,6
extr_linuxkernelschedrt.c_watchdog.c,6,6
extr_linuxsoundppcdaca.c_daca_info_volume.c,17,17
extr_linuxdriversusbdwc3gadget.c_dwc3_gadget_ep0_disable.c,7,7
extr_FFmpeglibavcodecbgmc.c_bgmc_lut_fillp.c,22,189
extr_linuxnetschedact_mirred.c_tcf_mirred_can_reinsert.c,11,11
extr_linuxdriversgpudrmi915intel_ddi.c_intel_ddi_dp_pre_emphasis_max.c,17,17
extr_kphp-kdbtargtarg-import-dump.c_fits.c,10,10
extr_FFmpeglibavfiltervf_waveform.c_update16.c,17,17
extr_labenginecodegameai_chat.c_BotWeaponNameForMeansOfDeath.c,14,14
extr_linuxdriversmediapcisolo6x10solo6x10-v4l2-enc.c_solo_enc_get_input.c,10,10
extr_linuxdriversscsiaacraidaachba.c_aac_bounds_64.c,8,8
extr_linuxarchx86eventsintelcore.c_intel_alt_er.c,16,16
extr_linuxdriversnetethernetfreescalefmanfman_memac.c_memac_set_tstamp.c,7,7
extr_linuxdriversscsiiscsi_tcp.c_iscsi_sw_tcp_attr_is_visible.c,16,16
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_add_Slot_xt_flix64_slot2_encode.c,7,7
extr_linuxsoundusbmiscua101.c_add_with_wraparound.c,16,16
extr_emscriptensystemlibpthreadlibrary_pthread_stub.c_emscripten_force_num_logical_cores.c,5,5
extr_linuxdriversmmccoresdio.c_host_drive_to_sdio_drive.c,14,14
extr_darwin-xnuosfmki386commpagecommpage.c_commpage_is_in_pfz32.c,17,17
extr_linuxdriversstagingfbtftfb_ssd1351.c_register_onboard_backlight.c,5,5
extr_linuxdriversgpudrmmsmadrenoadreno_gpu.h_PM4_PARITY.c,31,31
extr_linuxlibstring_helpers.c_unescape_space.c,22,22
extr_linuxdriverssocfslqbmanbman.c_bm_rcr_get_avail.c,9,9
extr_linuxsoundpcihdapatch_hdmi.c_hdmi_debug_dip_size.c,6,6
extr_linuxdriversscsicxgbicxgb3i..libcxgbi.h_cxgbi_sock_compute_wscale.c,21,21
extr_linuxdriversledsleds-as3645a.c___as3645a_current_to_reg.c,18,18
extr_linuxnetvmw_vsockvirtio_transport_common.c_virtio_transport_notify_send_post_enqueue.c,8,8
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_minidump.c_qlcnic_82xx_cache_tmpl_hdr_values.c,41,41
extr_linuxdriversinfinibandulpsrptib_srpt.c_srpt_set_cmd_state.c,16,16
extr_redissrcae_select.c_aeApiResize.c,12,12
extr_linuxsecurityapparmorpolicy_unpack.c_inbounds.c,15,15
extr_mongooseexamplesapi_serversqlite3.c_sqlite3_column_count.c,14,14
extr_linuxdriversgpuhost1xhwhost1x02_hardware.h_host1x_opcode_restart.c,8,8
extr_linuxdriversgpudrmi915i915_gem_execbuffer.c_unmask_page.c,7,7
extr_reactosdllwin32usp10bidi.c_reverse.c,31,3061
extr_linuxarchpowerpcplatformspseries........driverspcipci.h_pci_proc_attach_device.c,6,6
extr_darwin-xnuosfmkkernbsd_kern.c_get_bsdthread_info.c,7,7
extr_darwin-xnubsdnetkpi_interface.c_ifnet_family.c,11,11
extr_tenginesrchttpngx_http_core_module.c_ngx_http_core_postconfiguration.c,8,8
extr_linuxdriverstargetiscsiiscsi_target_nodeattrib.c_iscsit_set_default_node_attribues.c,33,33
extr_linuxdriversatalibata.h_sata_pmp_set_lpm.c,9,9
extr_linuxsoundpciice1712aureon.c_wm_adc_vol_info.c,16,16
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_simm8x256_encode.c,16,16
extr_linuxtoolsperfutilscripting-engines..event.h_perf_synth__raw_data.c,7,7
extr_linuxblockbfq-cgroup.c_bfqg_stats_update_idle_time.c,5,5
extr_mimikatzmodulessqlite3_omit.c_sqlite3_value_nochange.c,16,16
extr_linuxdriversinfinibandulpsrptib_srpt.c_srpt_check_false.c,6,6
extr_reactosdllwin32uxthememsstyles.c_MSSTYLES_GetPropertyBool.c,20,20
extr_linuxmmlist_lru.c_list_lru_unregister.c,5,5
extr_reactosdlldirectxwined3dx9_36mesh.c_dword_to_dec3n.c,21,21
extr_linuxdriversscsisnicsnic_disc.h_is_snic_target.c,11,11
extr_linuxdriversw1slavesw1_ds28e04.c_w1_f1C_fix_count.c,19,19
extr_linuxdriversnetwirelessinteliwlwifidvmagn.h_iwl_tx_status_to_mac80211.c,24,24
extr_linuxtoolsperfutilevsel.h_perf_evsel__cpus.c,7,7
extr_linuxdriversnetethernetqlogicqedqed_vf.h_qed_vf_pf_txq_stop.c,8,8
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_tx_ctxt_desc_reset_ostc.c,7,7
extr_obs-studiolibobsobs-hotkey-name-map.c_get_prefix.c,13,13
extr_linuxsoundsocintelatomsstsst_pvt.c_sst_fill_header_dsp.c,21,21
extr_redissrcintset.c__intsetValueEncoding.c,15,15
extr_linuxkernelirqsettings.h_irq_settings_can_request.c,13,13
extr_linuxarchx86xen..eventsperf_event.h_intel_cpuc_prepare.c,7,7
extr_nginx-rtmp-modulehlsngx_rtmp_mpegts.c_ngx_rtmp_mpegts_write_pts.c,62,62
extr_linuxdriversgpudrmi915i915_irq.c_spt_port_hotplug2_long_detect.c,11,11
extr_linuxdriversinputmiscaxp20x-pek.c_axp20x_pek_should_register_input.c,7,7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_ibreaka1_Slot_inst_encode.c,7,7
extr_kphp-kdbmc-proxymc-proxy-search-extension.c_clear_gather_heap.c,11,11
extr_reactosbaseservicestelnetdsyslog.c_setlogmask.c,12,12
extr_mpvvideooutvo_tct.c_control.c,8,8
extr_linuxdriversgpudrmvmwgfxvmwgfx_drv.c_vmw_dma_masks.c,6,6
extr_linuxdriversscsiqla4xxxql4_def.h_is_qla4032.c,12,12
extr_h2odepsbrotlicencencode.c_UnprocessedInputSize.c,9,9
extr_linuxdriversnetethernetqlogicqedqed_sriov.c_qed_pf_validate_tunn_mode.c,12,12
extr_linuxdriversnetethernetmellanoxmlx4resource_tracker.c_remove_eq_ok.c,18,18
extr_linuxdriversnetwirelessathath9kath9k.h_ath9k_deinit_p2p.c,5,5
extr_linuxdriversscsimesh.c_msgin_length.c,10,10
extr_linuxarcharmplat-oriongpio.c_orion_gpio_chip_find.c,11,11
extr_linuxdriversnetwirelessathath9kar9003_mci.h_ar9003_mci_get_isr.c,6,6
extr_linuxfsnfsdauth.c_nfsexp_flags.c,23,23
extr_linuxdriverspnpbase.h_pnp_option_priority.c,10,10
extr_linuxsoundpcilx6464eslx_core.c_lx_message_dump.c,5,5
extr_linuxdriversmediapcittpciav7110_ipack.c_av7110_ipack_reset.c,27,27
extr_linuxarchpowerpcxmonppc-opc.c_extract_sprg.c,23,23
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_IGC_LUT_REG_VAL.c,9,9
extr_linuxkerneltimetimekeeping.c_timekeeping_check_update.c,6,6
extr_linuxdriversnetethernetnetronomenfpbpfjit.c_imm_ld8.c,10,10
extr_linuxdriversmediapciddbridgeddbridge-sx8.c_get_algo.c,6,6
extr_linuxdriversnetethernetqualcommqca_7k_common.h_qcafrm_fsm_init_uart.c,12,12
extr_linuxdriversparportparport_amiga.c_status_amiga_to_pc.c,38,38
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192c..wifi.h_get_rf_type.c,7,7
extr_linuxdriversmtdchipsmap_absent.c_map_absent_destroy.c,5,5
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_PIPE_CSC_1_MATRIX_COEFF_4_COEFF_33.c,9,9
extr_linuxdriversthermalstep_wise.c_update_passive_instance.c,14,14
extr_darwin-xnuosfmkkerntask_policy.c_task_get_cpuusage.c,35,35
extr_obs-studiolibobsutilplatform-windows.c_is_dir.c,14,14
extr_linuxdriversinputmischp_sdc_rtc.c_hp_sdc_rtc_open.c,7,7
extr_linuxdriverscryptoqatqat_commonadf_transport.c_adf_check_ring_alignment.c,16,16
extr_ccvlibccv_cache.c_sparse_bitcount.c,17,89
extr_micropythonportsstm32usbhostClassTemplateSrcusbh_template.c_USBH_TEMPLATE_InterfaceInit.c,6,6
extr_reactosdriversmultimediaaudiosounddsp.c_read_dsp.c,8,8
extr_linuxfsocfs2super.c_ocfs2_osb_debug_open.c,7,7
extr_linuxdriversnetdsamv88e6xxxglobal2.h_mv88e6352_g2_mgmt_rsvd2cpu.c,7,7
extr_linuxdriversmediav4l2-corev4l2-dev.c_video_register_media_controller.c,6,6
extr_linuxarchpowerpckvmtiming.h_kvmppc_set_exit_type.c,6,6
extr_linuxdriversgpudrmamdpowerplaysmumgrci_smumgr.c_ci_start_smu.c,6,6
extr_linuxdriversscsisd.c_set_media_not_present.c,19,19
extr_disquesrcsds.c_sdsull2str.c,56,95
extr_reactosntoskrnlwmiwmidrv.c_WmiSetMark.c,7,7
extr_linuxfsbtrfsscrub.c_scrub_stripe_index_and_offset.c,21,21
extr_linuxdriversdmasun6i-dma.c_convert_burst.c,15,15
extr_linuxdriversthermaltegrasoctherm.c_throt_get_cdev_max_state.c,9,9
extr_hashcatsrcmodulesmodule_06242.c_module_init.c,203,203
extr_xhyvesrcvmmiovrtc.c_leapyear.c,11,11
extr_FFmpeglibavfilterframequeue.c_ff_framequeue_global_init.c,5,5
extr_linuxdriversstagingrtlwifirtl8822behw.c_rtl8822be_suspend.c,5,5
extr_linuxdriversnetethernetsmscsmsc9420.c_smsc9420_ethtool_get_eeprom_len.c,6,6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_addx2_Slot_xt_flix64_slot2_encode.c,7,7
extr_linuxdriverscryptoccreecc_pm.h_cc_pm_get.c,6,6
extr_linuxfsbtrfstests..extent_io.h_extent_set_compress_type.c,13,13
extr_openpilotpandatestssafetytest.c_set_cadillac_rt_torque_last.c,7,7
extr_linuxdriversnetloopback.c_loopback_get_ts_info.c,14,14
extr_linuxarchriscvkernelvdso.c_in_gate_area_no_mm.c,6,6
extr_opensslappsciphers.c_dummy_srp.c,7,7
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_sriov_common.c_qlcnic_sriov_flr_check.c,14,14
extr_linuxfsaffsnamei.c_affs_intl_toupper.c,16,16
extr_linuxdriversscsiqla4xxxql4_os.c_qla4xxx_tgt_get_attr_visibility.c,12,12
extr_linuxnetbatman-advmulticast.h_batadv_mcast_init.c,6,6
extr_mimikatzmodulessqlite3_omit.c_btreePagecount.c,7,7
extr_jqsrcjv_unicode.c_jvp_utf8_decode_length.c,20,20
extr_linuxsecuritytomoyoutil.c_tomoyo_invalid.c,25,25
extr_linuxdriversmediadvb-coredvb_net.c_ule_exthdr_padding.c,6,6
extr_linuxdriversnetwirelessinteliwlwifidvmagn.h_iwl_is_tx_success.c,16,16
extr_linuxdriversstagingcomedidriversni_mio_common.c_pack_ad8842.c,16,16
extr_linuxdriversiioindustrialio-trigger.c_iio_trigger_using_own.c,8,8
extr_darwin-xnubsdkernkern_cs.c_csblob_get_signer_type.c,7,7
extr_linuxdriversnetipvlanipvlan_core.c_ipvlan_process_v6_outbound.c,6,6
extr_gitprogress.c_progress_interval.c,6,6
extr_the_silver_searchersrcutil.c_ag_min.c,12,12
extr_linuxdriversstagingrtl8723bshalhal_btcoex.c_EXhalbtcoutsrc_BindBtCoexWithAdapter.c,32,32
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_STENCILREFMASK_STENCILMASK.c,9,9
extr_libgit2srctree.c_valid_filemode.c,32,32
extr_micropythonportspic16bitboard.c_led_toggle.c,18,18
extr_linuxfsnfsfscache.h_nfs_fscache_wait_on_invalidate.c,5,5
extr_opensslcryptobnbn_lib.c_BN_security_bits.c,19,19
extr_linuxdriversvideofbdevatyradeon_pm.c_radeon_apply_workarounds.c,6,6
extr_linuxdriversstagingemxx_udcemxx_udc.c_nbu2ss_gad_vbus_session.c,7,7
extr_FFmpeglibavfiltervf_deinterlace_qsv.c_frame_unlock.c,8,8
extr_linuxdriversgpuhost1xhwhw_host1x04_uclass.h_host1x_uclass_load_syncpt_base_value_f.c,8,8
extr_linuxarchx86kvmmmu.c_kvm_mmu_page_get_gfn.c,22,22
extr_linuxdriversedacamd64_edac.h_get_umc_base.c,13,13
extr_linuxdriversgpudrmvc4vc4_crtc.c_to_vc4_crtc_state.c,6,6
extr_mimikatzmodulessqlite3_omit.c_matchQuality.c,37,37
extr_linuxdriversnetethernethisiliconhnshns_ae_adapt.c_hns_ae_get_vf_num_per_port.c,10,10
extr_linuxdriversblockdrbddrbd_bitmap.c_drbd_md_on_disk_bits.c,15,15
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_REG_A5XX_SP_FS_MRT_REG.c,8,8
extr_linuxdriversmediaplatformvim2m.c_enum_fmt.c,18,18
extr_linuxsoundsocintelhaswellsst-haswell-ipc.c_sst_hsw_stream_set_silence_start.c,10,10
extr_linuxdriversnetcanti_hecc.c_get_tx_tail_mb.c,8,8
extr_linuxarcharmnetbpf_jit_32.c_jit_udiv32.c,9,9
